ID	汉字	拼音
17817	肊	yi3
17818	议	yi4
17819	阣	yi4
17820	亦	yi4
17821	伇	yi4
17822	屹	yi4
17823	异	yi4
17824	忔	xi4
17825	芅	yi4
17826	伿	yi4
17827	佚	yi4
17828	劮	yi4
17829	呓	yi4
17830	坄	yi4
17831	役	yi4
17832	抑	yi4
17833	曵	yi4
17834	杙	yi4
17835	耴	yi4
17836	苅	yi4
17837	译	yi4
17838	邑	yi4
17839	佾	yi4
17840	呭	yi4
17841	呹	yi4
17842	妷	yi4
17843	峄	yi4
17844	怈	yi4
17845	怿	yi4
17846	易	yi4
17847	枍	yi4
17848	泆	yi4
17849	炈	yi4
17850	秇	zhi2
17851	绎	yi4
17852	诣	yi4
17853	驿	yi4
17854	俋	yi4
17855	奕	yi4
17856	帟	yi4
17857	帠	yi4
17858	弈	yi4
17859	枻	yi4
17860	浂	yi4
17861	浂	guan4
17862	玴	yi4
17863	疫	yi4
17864	羿	yi4
17865	衵	yi4
17866	轶	yi4
17867	唈	yi4
17868	垼	yi4
17869	悒	yi4
17870	挹	yi4
17871	栧	yi4
17872	栺	yi4
17873	栺	zhi1
17874	欭	yi4
17875	浥	yi4
17876	浳	yi4
17877	益	yi4
17878	袣	yi4
17879	谊	yi4
17880	貤	yi4
17881	陭	yi1
17882	勚	yi4
17883	埶	yi4
17884	埸	yi4
17885	悘	yi1
17886	悥	yi4
17887	殹	yi1
17888	異	yi4
17889	羛	yi4
17890	翊	yi4
17891	翌	yi4
17892	萟	yi4
17893	訲	yi4
17894	訳	yi4
17895	豙	yi4
17896	豛	yi4
17897	逸	yi4
17898	釴	yi4
17899	隿	yi4
17900	幆	yi4
17901	敡	yi4
17902	晹	yi4
17903	棭	yi4
17904	殔	yi4
17905	湙	ji4
17906	蛡	yi4
17907	詍	yi4
17908	跇	chi4
17909	軼	yi4
17910	鈠	yi4
17911	骮	yi4
17912	亄	yi4
17913	兿	yi4
17914	意	yi4
17915	溢	yi4
17916	獈	yi4
17917	痬	yi4
17918	竩	yi4
17919	缢	yi4
17920	義	yi4
17921	肄	yi4
17922	裔	yi4
17923	裛	yi4
17924	詣	yi4
17925	勩	yi4
17926	嫕	yi4
17927	廙	yi4
17928	榏	yi4
17929	潩	yi4
17930	瘗	yi4
17931	膉	yi4
17932	蓺	yi4
17933	蜴	yi4
17934	靾	yi4
17935	駅	yi4
17936	撎	tai2
17937	槸	yi4
17938	毅	yi4
17939	熠	yi4
17940	熤	yi4
17941	熼	yi4
17942	瘞	yi4
17943	誼	yi4
17944	镒	yi4
17945	鹝	yi4
17946	鹢	yi4
17947	黓	yi4
17948	劓	yi4
17949	圛	yi4
17950	墿	yi4
17951	嬑	yi4
17952	嬟	yi4
17953	嶧	yi4
17954	憶	yi4
17955	懌	yi4
17956	曀	yi4
17957	殪	yi4
17958	澺	yi4
17959	燚	yi4
17960	瘱	yi4
17961	瞖	yi4
17962	穓	yi4
17963	縊	yi4
17964	艗	yi4
17965	薏	yi4
17966	螠	yi4
17967	褹	yi4
17968	寱	yi4
17969	寱	nie4
17970	斁	yi4
17971	曎	yi4
17972	檍	yi4
17973	歝	yi4
17974	燡	yi4
17975	燱	yi4
17976	翳	yi4
17977	翼	yi4
17978	臆	yi4
17979	貖	e4
17980	鮨	yi4
17981	癔	yi4
17982	藙	yi4
17983	藝	yi4
17984	贀	yi4
17985	鎰	yi4
17986	镱	yi4
17987	繶	yi4
17988	繹	yi4
17989	豷	yi4
17990	霬	yi4
17991	鯣	yi4
17992	鶂	yi4
17993	鶃	yi4
17994	鶍	yi4
17995	瀷	yi4
17996	蘙	yi4
17997	譯	yi4
17998	議	yi4
17999	醳	yi4
18000	醷	ai0
18001	醷	yi0
18002	饐	yi4
18003	饐	ye4
18004	囈	yi4
18005	鐿	yi4
18006	鷁	yi4
18007	鷊	yi4
18008	懿	yi4
18009	襼	yi4
18010	驛	yi4
18011	鷧	yi4
18012	虉	e4
18013	鷾	yi4
18014	讛	yi4
18015	齸	yi4
18016	乚	yin1
18017	囙	yin1
18018	因	yin1
18019	阥	yin1
18020	阴	yin1
18021	侌	yin1
18022	垔	yin1
18023	姻	yin1
18024	洇	yin1
18025	茵	yin1
18026	荫	yin4
18027	荫	yin1
18028	音	yin1
18029	骃	yin1
18030	栶	yin1
18031	氤	yin1
18032	陰	yin1
18033	凐	yin1
18034	秵	yin1
18035	裀	yin1
18036	铟	yin1
18037	陻	yin1
18038	隂	yin1
18039	喑	yin1
18040	堙	yin1
18041	婣	yin1
18042	愔	yin1
18043	筃	yin1
18044	絪	yin1
18045	歅	yin1
18046	溵	yin1
18047	禋	yin1
18048	蒑	yin1
18049	蔭	yin4
18050	瘖	yin1
18051	銦	yin1
18052	磤	yin1
18053	緸	yin1
18054	鞇	yin1
18055	諲	yin1
18056	霒	yin1
18057	駰	yin1
18058	噾	yin1
18059	濦	yin1
18060	闉	yin1
18061	霠	yin1
18062	韾	hu2
18063	乑	yin2
18064	吟	yin2
18065	犾	yin2
18066	苂	yin2
18067	斦	yin2
18068	垠	yin2
18069	泿	yin2
18070	圁	yin2
18071	烎	yin2
18072	狺	yin2
18073	珢	yin2
18074	粌	yin2
18075	荶	yin2
18076	訔	yin2
18077	唫	yin2
18078	婬	yin2
18079	寅	yin2
18080	崟	yin2
18081	崯	yin2
18082	淫	yin2
18083	訡	yin2
18084	银	yin2
18085	鈝	yin2
18086	龂	yin2
18087	滛	yin2
18088	碒	yin2
18089	鄞	yin2
18090	夤	yin2
18091	蔩	yin2
18092	訚	yin2
18093	誾	yin2
18094	銀	yin2
18095	噖	yin2
18096	殥	yin2
18097	璌	yin2
18098	嚚	yin2
18099	檭	yin2
18100	蟫	yin2
18101	霪	yin2
18102	齗	yan3
18103	鷣	yin2
18104	尹	yin3
18105	引	yin3
18106	吲	yin3
18107	饮	yin3
18108	蚓	yin3
18109	隐	yin3
18110	淾	yin3
18111	釿	yin3
18112	鈏	yin3
18113	隠	yin3
18114	靷	yin3
18115	朄	yin3
18116	趛	yin3
18117	檃	yin3
18118	瘾	yin3
18119	隱	yin3
18120	嶾	yin3
18121	濥	yin4
18122	螾	yin2
18123	蘟	yin3
18124	櫽	yin3
18125	癮	yin3
18126	讔	yin3
18127	印	yin4
18128	茚	yin4
18129	洕	yin4
18130	胤	yin4
18131	垽	yin4
18132	湚	yin4
18133	猌	yin4
18134	廕	yin4
18135	酳	yin4
18136	慭	yin4
18137	癊	yin4
18138	憖	yin4
18139	憗	yin4
18140	鮣	yin4
18141	懚	yin4
18142	檼	yin4
18143	应	ying1
18144	应	ying4
18145	英	ying1
18146	偀	ying1
18147	桜	ying1
18148	珱	ying1
18149	莺	ying1
18150	啨	ying1
18151	婴	ying1
18152	媖	ying1
18153	愥	ying1
18154	渶	ying1
18155	绬	ying1
18156	朠	ying1
18157	煐	ying1
18158	瑛	ying1
18159	嫈	ying1
18160	碤	ying1
18161	锳	ying1
18162	嘤	ying1
18163	撄	ying1
18164	甇	ying1
18165	緓	ying1
18166	缨	ying1
18167	罂	ying1
18168	蝧	ying1
18169	賏	ying1
18170	樱	ying1
18171	璎	ying1
18172	罃	ying1
18173	褮	ying2
18174	霙	ying1
18175	鴬	xue2
18176	鹦	ying1
18177	嬰	ying1
18178	膺	ying1
18179	韺	ying1
18180	甖	ying1
18181	鎣	ying2
18182	鹰	ying1
18183	鶧	ying1
18184	嚶	ying1
18185	孆	ying1
18186	孾	ying1
18187	攖	ying1
18188	瀴	ying1
18189	罌	ying1
18190	蘡	ying1
18191	櫻	ying1
18192	瓔	ying1
18193	礯	ying1
18194	譻	ying1
18195	鶯	ying1
18196	鑍	ying1
18197	纓	ying1
18198	蠳	ying1
18199	鷪	ying1
18200	軈	ying1
18201	鷹	ying1
18202	鸎	ying1
18203	鸚	ying1
18204	盁	ying2
18205	迎	ying2
18206	茔	ying2
18207	盈	ying2
18208	荧	ying2
18209	莹	ying2
18210	萤	ying2
18211	营	ying2
18212	萦	ying2
18213	蛍	ying2
18214	営	ying2
18215	溁	ying2
18216	溋	ying2
18217	萾	ying2
18218	僌	ying2
18219	塋	ying2
18220	楹	ying2
18221	滢	ying2
18222	蓥	ying2
18223	潆	ying2
18224	熒	ying2
18225	蝇	ying2
18226	瑩	ying2
18227	蝿	ying2
18228	嬴	ying2
18229	營	ying2
18230	縈	ying2
18231	螢	ying2
18232	濙	ying2
18233	濚	ying2
18234	藀	ying2
18235	覮	ying2
18236	謍	ying1
18237	赢	ying2
18238	巆	ying2
18239	攍	ying2
18240	攚	ying2
18241	瀛	ying2
18242	瀠	ying2
18243	瀯	ying2
18244	蠅	ying2
18245	櫿	ying2
18246	灐	ying2
18247	籝	ying2
18248	灜	ying2
18249	贏	ying2
18250	籯	ying2
18251	矨	ying3
18252	郢	ying3
18253	浧	cheng3
18254	浧	ying3
18255	梬	ying3
18256	颍	ying3
18257	颕	ying3
18258	颖	ying3
18259	摬	ying4
18260	影	ying3
18261	潁	ying3
18262	瘿	ying3
18263	穎	ying3
18264	頴	ying3
18265	巊	ying3
18266	廮	ying3
18267	鐛	ying3
18268	癭	ying3
18269	映	ying4
18270	暎	ying4
18271	硬	ying4
18272	媵	ying4
18273	膡	ying4
18274	鞕	ying4
18275	瀅	ying2
18276	譍	ying1
18277	哟	yo1
18278	唷	yo1
18279	喲	yo1
18280	喲	yo0
18281	拥	yong1
18282	痈	yong1
18283	邕	yong1
18284	庸	yong1
18285	嗈	yong1
18286	鄘	yong1
18287	雍	yong1
18288	墉	yong1
18289	嫞	yong1
18290	慵	yong1
18291	滽	yong1
18292	槦	yong1
18293	牅	yong1
18294	銿	yong1
18295	噰	yong1
18296	壅	yong1
18297	擁	yong1
18298	澭	yong1
18299	郺	yong1
18300	镛	yong1
18301	臃	yong1
18302	癕	yong1
18303	雝	yong1
18304	鏞	yong1
18305	鳙	yong1
18306	廱	yong1
18307	灉	yong1
18308	饔	yong1
18309	鱅	yong1
18310	鷛	yong1
18311	癰	yong1
18312	喁	yong2
18313	颙	yong2
18314	顒	yong2
18315	鰫	yong2
18316	永	yong3
18317	甬	yong3
18318	咏	yong3
18319	怺	yong3
18320	泳	yong3
18321	俑	yong3
18322	勇	yong3
18323	勈	yong3
18324	栐	yong3
18325	埇	yong3
18326	悀	yong3
18327	柡	yong3
18328	涌	yong3
18329	恿	yong3
18330	傛	rong2
18331	惥	yong3
18332	愑	yong3
18333	湧	yong3
18334	硧	yong3
18335	詠	yong3
18336	塎	yong3
18337	嵱	rong2
18338	彮	yong3
18339	愹	yong3
18340	蛹	yong3
18341	慂	yong3
18342	踊	yong3
18343	禜	yong3
18344	鲬	yong3
18345	踴	yong3
18346	鯒	yong3
18347	用	yong4
18348	苚	yong4
18349	砽	yong4
18350	醟	yong4
18351	优	you1
18352	忧	you1
18353	攸	you1
18354	呦	you1
18355	怮	yao4
18356	幽	you1
18357	悠	you1
18358	麀	you1
18359	滺	you1
18360	憂	you1
18361	優	you1
18362	鄾	you1
18363	嚘	you1
18364	懮	you3
18365	瀀	you1
18366	櫌	you1
18367	纋	you1
18368	耰	you1
18369	尢	you2
18370	尤	you2
18371	由	you2
18372	沋	you2
18373	犹	you2
18374	邮	you2
18375	怞	you2
18376	油	you2
18377	肬	you2
18378	怣	you2
18379	斿	you2
18380	疣	you2
18381	峳	you2
18382	浟	you1
18383	秞	you2
18384	莜	you2
18385	莤	you2
18386	莸	you2
18387	逌	you2
18388	郵	you2
18389	铀	you2
18390	偤	you2
18391	蚰	you2
18392	訧	you2
18393	逰	you2
18394	游	you2
18395	猶	you2
18396	遊	you2
18397	鱿	you2
18398	楢	you2
18399	猷	you2
18400	鈾	you2
18401	鲉	you2
18402	輏	you2
18403	駀	you2
18404	蕕	you2
18405	蝣	you2
18406	魷	you2
18407	輶	you2
18408	鮋	you2
18409	櫾	you2
18410	邎	you2
18411	友	you3
18412	有	you3
18413	有	you4
18414	丣	you3
18415	卣	you3
18416	苃	you3
18417	酉	you3
18418	羑	you3
18419	庮	you3
18420	羐	you3
18421	莠	you3
18422	梄	you3
18423	聈	you3
18424	脜	rou2
18425	铕	you3
18426	湵	you3
18427	蒏	you3
18428	禉	you3
18429	蜏	you3
18430	銪	you3
18431	槱	you3
18432	牖	you3
18433	牗	you3
18434	黝	you3
18435	又	you4
18436	右	you4
18437	幼	you4
18438	佑	you4
18439	侑	you4
18440	孧	you4
18441	狖	you4
18442	糿	you4
18443	哊	you4
18444	囿	you4
18445	姷	you4
18446	宥	you4
18447	峟	you4
18448	牰	xiu4
18449	祐	you4
18450	诱	you4
18451	迶	you4
18452	唀	you4
18453	梎	yao1
18454	蚴	you4
18455	亴	you4
18456	貁	you4
18457	釉	you4
18458	酭	you4
18459	誘	you4
18460	鼬	you4
18461	扜	gan3
18462	纡	yu1
18463	迂	yu1
18464	迃	yu1
18465	穻	yu3
18466	紆	yu1
18467	虶	yu1
18468	唹	yu1
18469	淤	yu1
18470	盓	yu1
18471	渝	yu2
18472	瘀	yu1
18473	箊	yu1
18474	于	yu2
18475	亐	yu1
18476	予	yu3
18477	予	yu2
18478	邘	yu2
18479	伃	yu2
18480	余	yu2
18481	妤	yu2
18482	扵	yu2
18483	杅	wu1
18484	欤	yu2
18485	玗	yu2
18486	玙	yu2
18487	於	yu2
18488	盂	yu2
18489	臾	yu2
18490	衧	yu2
18491	鱼	yu2
18492	俞	yu2
18493	俞	shu4
18494	兪	yu2
18495	兪	shu4
18496	禺	yu2
18497	竽	yu2
18498	舁	yu2
18499	茰	yu2
18500	荢	yu2
18501	娛	yu2
18502	娯	yu2
18503	娱	yu2
18504	狳	yu2
18505	谀	yu2
18506	酑	yu2
18507	馀	yu2
18508	渔	yu2
18509	萸	yu2
18510	釪	yu2
18511	隃	yu2
18512	隅	yu2
18513	雩	yu2
18514	魚	yu2
18515	堣	yu2
18516	堬	yu2
18517	崳	yu2
18518	嵎	yu2
18519	嵛	yu2
18520	愉	yu2
18521	揄	yu2
18522	楰	yu2
18523	湡	yu2
18524	畬	yu2
18525	畬	she1
18526	畭	yu2
18527	硢	yu2
18528	腴	yu2
18529	逾	yu2
18530	骬	yu2
18531	愚	yu2
18532	楡	yu2
18533	榆	yu2
18534	歈	yu2
18535	牏	zhu4
18536	瑜	yu2
18537	艅	yu2
18538	虞	yu2
18539	觎	yu2
18540	漁	yu2
18541	睮	yu2
18542	窬	yu2
18543	舆	yu2
18544	褕	yu2
18545	歶	yu2
18546	蕍	yu2
18547	蝓	yu2
18548	諛	yu2
18549	雓	yu2
18550	餘	yu2
18551	魣	xu4
18552	嬩	yu2
18553	懙	yu3
18554	澞	yu2
18555	覦	yu2
18556	踰	yu2
18557	歟	yu2
18558	璵	yu2
18559	螸	yu2
18560	輿	yu2
18561	鍝	yu2
18562	礖	yu2
18563	謣	yu2
18564	謣	xu1
18565	髃	yu2
18566	鮽	yu2
18567	旟	yu2
18568	籅	yu2
18569	騟	yu2
18570	鯲	yu2
18571	鰅	yu2
18572	鷠	yu2
18573	鸆	yu2
18574	与	yu3
18575	伛	yu3
18576	宇	yu3
18577	屿	yu3
18578	羽	yu3
18579	雨	yu3
18580	俁	yu3
18581	俣	yu3
18582	挧	yu3
18583	禹	yu3
18584	语	yu3
18585	圄	yu3
18586	峿	yu3
18587	祤	yu3
18588	偊	yu3
18589	匬	yu3
18590	圉	yu3
18591	庾	yu3
18592	敔	yu3
18593	鄅	yu3
18594	萭	yu3
18595	萮	yu2
18596	铻	wu2
18597	铻	yu3
18598	傴	yu3
18599	寙	yu3
18600	斞	yu3
18601	楀	yu3
18602	瑀	yu3
18603	瘐	yu3
18604	與	yu3
18605	與	yu4
18606	與	yu2
18607	語	yu3
18608	語	yu4
18609	窳	yu3
18610	鋙	wu2
18611	龉	yu3
18612	噳	yu3
18613	嶼	yu3
18614	貐	yu3
18615	斔	yu3
18616	麌	yu3
18617	蘌	yu3
18618	齬	yu3
18619	玉	yu4
18620	驭	yu4
18621	吁	yu4
18622	吁	xu1
18623	圫	yu4
18624	聿	yu4
18625	芋	yu4
18626	芌	yu2
18627	妪	yu4
18628	忬	yu4
18629	饫	yu4
18630	育	yu4
18631	郁	yu4
18632	彧	yu4
18633	昱	yu4
18634	狱	yu4
18635	秗	yu4
18636	茟	wei3
18637	俼	yu4
18638	峪	yu4
18639	栯	yu4
18640	浴	yu4
18641	砡	yu4
18642	钰	yu4
18643	预	yu4
18644	喐	yu4
18645	域	yu4
18646	堉	yu4
18647	悆	yu4
18648	惐	yu4
18649	欲	yu4
18650	淢	yu4
18651	淯	yu4
18652	袬	yu4
18653	谕	yu4
18654	逳	yu4
18655	阈	yu4
18656	喅	yu4
18657	喩	yu4
18658	喻	yu4
18659	媀	yu2
18660	寓	yu4
18661	庽	yu4
18662	御	yu4
18663	棛	yu4
18664	棜	yu4
18665	棫	yu4
18666	焴	yu4
18667	琙	yu4
18668	矞	yu4
18669	裕	yu4
18670	遇	yu4
18671	飫	yu4
18672	馭	yu4
18673	鹆	yu4
18674	愈	yu4
18675	滪	yu4
18676	煜	yu4
18677	稢	yu4
18678	罭	yu4
18679	蒮	yu4
18680	蓣	yu4
18681	誉	yu4
18682	鈺	yu4
18683	預	yu4
18684	嫗	yu4
18685	嶎	yu4
18686	戫	yu4
18687	毓	yu4
18688	獄	yu4
18689	瘉	yu4
18690	緎	yu4
18691	蜟	yu4
18692	蜮	yu4
18693	輍	yu4
18694	銉	yu4
18695	隩	yu4
18696	噊	yu4
18697	慾	yu4
18698	稶	yu4
18699	蓹	yu4
18700	薁	yu4
18701	豫	yu4
18702	遹	yu4
18703	鋊	yu4
18704	鳿	yu4
18705	澦	yu4
18706	燏	yu4
18707	燠	yu4
18708	蕷	yu4
18709	諭	yu4
18710	錥	yu4
18711	閾	yu4
18712	鴥	yu4
18713	鴧	rong4
18714	鴪	yu4
18715	儥	yu4
18716	儥	mai4
18717	礇	yu4
18718	禦	yu4
18719	魊	yu4
18720	鹬	yu4
18721	癒	yu4
18722	礜	yu4
18723	穥	yu3
18724	篽	yu4
18725	繘	yu4
18726	醧	ou1
18727	鵒	yu4
18728	櫲	yu4
18729	蘛	yu4
18730	譽	yu4
18731	轝	yu4
18732	鐭	ao4
18733	霱	yu4
18734	欎	yu4
18735	驈	yu4
18736	鬻	yu4
18737	籞	yu4
18738	鱊	yu4
18739	鷸	yu4
18740	鸒	yu4
18741	欝	yu4
18742	軉	yu4
18743	鬰	yu4
18744	鬱	yu4
18745	灪	yu4
18746	籲	yu4
18747	爩	yu4
18748	囦	yan1
18749	鸢	yuan1
18750	剈	yuan1
18751	冤	yuan1
18752	弲	yuan1
18753	悁	yuan1
18754	眢	yuan1
18755	鸳	yuan1
18756	寃	yuan1
18757	渁	yuan1
18758	渆	yuan1
18759	渊	yuan1
18760	渕	yuan1
18761	惌	yuan1
18762	淵	yuan1
18763	葾	yuan1
18764	棩	yuan1
18765	蒬	yuan1
18766	蜎	yuan1
18767	鹓	yuan1
18768	箢	yuan1
18769	鳶	yuan1
18770	蜵	yuan1
18771	駌	yuan1
18772	鋺	wan3
18773	鴛	yuan1
18774	嬽	yuan1
18775	鵷	yuan1
18776	灁	yuan1
18777	鼘	yuan1
18778	鼝	yuan1
18779	元	yuan2
18780	贠	yuan2
18781	邧	yuan2
18782	员	yuan2
18783	园	yuan2
18784	沅	yuan2
18785	杬	yuan2
18786	垣	yuan2
18787	爰	yuan2
18788	貟	yuan2
18789	原	yuan2
18790	員	yuan2
18791	圆	yuan2
18792	笎	yuan2
18793	蚖	wan2
18794	袁	yuan2
18795	厡	yuan2
18796	酛	yuan2
18797	圎	yuan2
18798	援	yuan2
18799	湲	yuan2
18800	猨	yuan2
18801	缘	yuan2
18802	鈨	yuan2
18803	鼋	yuan2
18804	園	yuan2
18805	圓	yuan2
18806	塬	yuan2
18807	媴	yuan2
18808	嫄	yuan2
18809	源	yuan2
18810	溒	yuan2
18811	猿	yuan2
18812	獂	yuan2
18813	蒝	yuan2
18814	榞	yuan2
18815	榬	yuan2
18816	辕	yuan2
18817	緣	yuan2
18818	縁	yuan2
18819	蝝	yuan1
18820	蝯	yuan2
18821	橼	yuan2
18822	羱	yuan2
18823	薗	yuan2
18824	螈	yuan2
18825	謜	yuan2
18826	轅	yuan2
18827	黿	yuan2
18828	鎱	yuan2
18829	櫞	yuan2
18830	邍	yuan2
18831	騵	yuan2
18832	鶢	yuan2
18833	鶰	yuan2
18834	厵	yuan2
18835	远	yuan3
18836	盶	yuan3
18837	逺	yuan3
18838	遠	yuan3
18839	夗	wan3
18840	肙	yuan4
18841	妴	wan3
18842	苑	yuan4
18843	怨	yuan4
18844	院	yuan4
18845	垸	yuan4
18846	衏	yuan4
18847	傆	yuan4
18848	掾	yuan4
18849	瑗	yuan4
18850	禐	yuan4
18851	愿	yuan4
18852	裫	yuan4
18853	褑	yuan4
18854	褤	yuan4
18855	噮	yuan4
18856	願	yuan4
18857	曰	yue1
18858	曱	ya1
18859	约	yue1
18860	約	yue1
18861	箹	yue4
18862	矱	yue1
18863	彟	yue1
18864	彠	yue1
18865	月	yue4
18866	戉	yue4
18867	刖	yue4
18868	汋	zhuo2
18869	岄	yue4
18870	抈	yue4
18871	礿	yue4
18872	岳	yue4
18873	枂	yue4
18874	玥	yue4
18875	恱	yue4
18876	钥	yao4
18877	悅	yue4
18878	悦	yue4
18879	蚎	yue4
18880	蚏	yue4
18881	軏	yue4
18882	钺	yue4
18883	阅	yue4
18884	捳	yue4
18885	跀	yue4
18886	跃	yue4
18887	粤	yue4
18888	越	yue4
18889	粵	yue4
18890	鉞	yue4
18891	閱	yue4
18892	閲	yue4
18893	嬳	yue1
18894	樾	yue4
18895	篗	yue4
18896	嶽	yue4
18897	龠	yue4
18898	籆	yue4
18899	瀹	yue4
18900	蘥	yue4
18901	黦	ye4
18902	爚	yue4
18903	禴	yue4
18904	躍	yue4
18905	籥	yue4
18906	鸑	yue4
18907	籰	yue4
18908	龥	yu4
18909	鸙	yue4
18910	蒀	yun1
18911	煴	yun1
18912	蒕	yun1
18913	熅	yun1
18914	奫	yun1
18915	蝹	yun1
18916	赟	yun1
18917	頵	yun1
18918	馧	wo4
18919	贇	yun1
18920	云	yun2
18921	勻	yun2
18922	匀	yun2
18923	伝	chuan2
18924	呍	yun2
18925	囩	yun2
18926	妘	yun2
18927	抣	yun2
18928	沄	yun2
18929	纭	yun2
18930	芸	yun2
18931	昀	yun2
18932	畇	yun2
18933	眃	yun2
18934	秐	yun2
18935	郧	yun2
18936	涢	yun2
18937	紜	yun2
18938	耘	yun2
18939	耺	ying2
18940	鄖	yun2
18941	雲	yun2
18942	愪	yun2
18943	氲	yun1
18944	溳	yun2
18945	筼	yun2
18946	蒷	yun2
18947	氳	yun1
18948	熉	yun2
18949	澐	yun2
18950	鋆	yun2
18951	橒	yun2
18952	篔	yun2
18953	縜	yun2
18954	繧	yun2
18955	允	yun3
18956	阭	yan3
18957	夽	yun3
18958	抎	yun3
18959	狁	yun3
18960	玧	yun3
18961	陨	yun3
18962	荺	yun2
18963	殒	yun3
18964	喗	yun3
18965	鈗	yun3
18966	隕	yun3
18967	殞	yun3
18968	褞	yun4
18969	馻	yun3
18970	磒	yun3
18971	霣	yun3
18972	齫	yun3
18973	齳	yun3
18974	孕	yun4
18975	运	yun4
18976	枟	yun4
18977	郓	yun4
18978	恽	yun4
18979	晕	yun1
18980	晕	yun4
18981	鄆	yun4
18982	酝	yun4
18983	傊	yun3
18984	惲	yun4
18985	愠	yun4
18986	缊	yun4
18987	運	yun4
18988	慍	yun4
18989	腪	yun4
18990	韫	yun4
18991	韵	yun4
18992	緼	yun4
18993	蕰	wen1
18994	蕴	yun4
18995	縕	yun4
18996	薀	wen1
18997	賱	yun4
18998	醖	yun4
18999	醞	yun4
19000	餫	yun4
19001	藴	yun4
19002	韗	yun4
19003	韞	yun4
19004	蘊	yun4
19005	韻	yun4
19006	帀	za1
19007	匝	za1
19008	沞	za1
19009	咂	za1
19010	拶	za1
19011	沯	za1
19012	桚	za1
19013	桚	zan3
19014	鉔	za1
19015	魳	bei4
19016	臜	za0
19017	臢	za0
19018	杂	za2
19019	砸	za2
19020	韴	za2
19021	雑	za2
19022	磼	za2
19023	襍	za2
19024	雜	za2
19025	囐	za2
19026	雥	za2
19027	災	zai1
19028	灾	zai1
19029	甾	zai1
19030	哉	zai1
19031	栽	zai1
19032	烖	zai1
19033	菑	zi1
19034	渽	zai1
19035	溨	cai2
19036	睵	zai1
19037	賳	zai1
19038	宰	zai3
19039	载	zai3
19040	载	zai4
19041	崽	zai3
19042	再	zai4
19043	在	zai4
19044	扗	zai4
19045	洅	zai4
19046	傤	zai4
19047	酨	zai4
19048	儎	zai4
19049	縡	zeng1
19050	兂	zan1
19051	糌	zan1
19052	簪	zan1
19053	簮	zan1
19054	鐕	zan1
19055	咱	zan2
19056	偺	zan2
19057	喒	zan2
19058	昝	zan3
19059	寁	zan3
19060	撍	zan3
19061	趱	zan3
19062	趲	zan3
19063	暂	zan4
19064	暫	zan4
19065	賛	zan4
19066	赞	zan4
19067	錾	zan4
19068	濽	zan4
19069	蹔	zan4
19070	瓉	zan4
19071	贊	zan4
19072	鏨	zan4
19073	瓒	zan4
19074	酇	zan4
19075	囋	zan3
19076	灒	zan4
19077	讃	zan4
19078	瓚	zan4
19079	禶	zan4
19080	襸	zan4
19081	讚	zan4
19082	饡	zan4
19083	牂	zang1
19084	羘	zang1
19085	赃	zang1
19086	賍	zang1
19087	臧	zang1
19088	賘	zang1
19089	贓	zang1
19090	贜	zang1
19091	驵	zang3
19092	駔	zang3
19093	奘	zang4
19094	弉	zang4
19095	脏	zang4
19096	脏	zang1
19097	塟	zang4
19098	葬	zang4
19099	銺	zang4
19100	傮	zao1
19101	遭	zao1
19102	糟	zao1
19103	蹧	zao1
19104	醩	zao1
19105	凿	zao2
19106	鑿	zuo4
19107	早	zao3
19108	枣	zao3
19109	栆	zao3
19110	蚤	zao3
19111	棗	zao3
19112	璅	zao3
19113	澡	zao3
19114	璪	zao3
19115	薻	zao3
19116	藻	zao3
19117	灶	zao4
19118	皁	zao4
19119	皂	zao4
19120	唕	zao4
19121	唣	zao4
19122	造	zao4
19123	梍	zao4
19124	喿	zao4
19125	慥	zao4
19126	煰	gao4
19127	艁	zao4
19128	噪	zao4
19129	簉	zao4
19130	燥	zao4
19131	竃	zao4
19132	譟	zao4
19133	趮	zao4
19134	躁	zao4
19135	竈	zao4
19136	啫	ze1
19137	伬	ze2
19138	则	ze2
19139	択	ze2
19140	沢	ze2
19141	择	ze2
19142	泎	ze2
19143	泽	ze2
19144	责	ze2
19145	迮	ze2
19146	則	ze2
19147	唶	jie4
19148	啧	ze2
19149	帻	ze2
19150	舴	ze2
19151	責	ze2
19152	溭	ze4
19153	矠	ce4
19154	嘖	ze2
19155	嫧	ze2
19156	幘	ze2
19157	箦	ze2
19158	蔶	ze2
19159	樍	ji1
19160	歵	ze2
19161	諎	ze2
19162	赜	ze2
19163	擇	ze2
19164	擇	zhai2
19165	澤	ze2
19166	皟	ze2
19167	瞔	ze2
19168	簀	ze2
19169	耫	zha2
19170	礋	zhe2
19171	襗	yi4
19172	謮	ze2
19173	賾	ze2
19174	蠌	ze2
19175	齚	ze2
19176	齰	ze2
19177	鸅	ze2
19178	仄	ze4
19179	夨	ze4
19180	庂	ze4
19181	汄	ze4
19182	昃	ze4
19183	昗	ze4
19184	捑	ze4
19185	崱	ze4
19186	稄	ze4
19187	贼	zei2
19188	賊	zei2
19189	鲗	zei2
19190	蠈	zei2
19191	鰂	zei2
19192	鱡	zei2
19193	怎	zen3
19194	谮	zen4
19195	譖	zen4
19196	譛	zen4
19197	囎	zen4
19198	曽	zeng1
19199	曾	ceng2
19200	曾	zeng1
19201	増	zeng1
